step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share
80000,7320,3921,16190,22225,15956,5727,308,14399,957,47,99265,1563474,15768.815,3442.791,0.3264,1418.019,0.079,0.668,0.195,0.058,0.411,0.394,434,0.1275,0.7223,0.144,15.7,34.0,62.0,30.95,0.59,12.20,0.45,17.71,7.43,1.212,0.346,0.043,0.050,13.941,0.510,0.0026,228,1062,4407,8253,1799,22,0.812,3391,491,740,6089,578,833,5909,7.65,38.65,2344,5.2236,67269,3377,53796,187.5,-0.0,1062609,14.075,2631002.543,7.96e-15,0.00000,7.81,6833,10.960,1.263,9.471,0.226,10.977,2066,2323,2931,0.3753,0.989,1.049,2.000,1.224,0.990,1.379,6827.316,5183.944,4355.229,6787.135,6044.470,551.182,629.041,844.549,0.421,0.498,0.348,0.269,0.270,0.235,1416,833,0.5588,1.0000,1.0000,0.0599,1.0000,1.0000,0.9162,1.0788,0.9645,0.0142,0.0142,0.0289,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264
81000,7027,3898,17520,24223,17897,6406,297,15691,1070,40,112291,1748909,16810.618,3771.309,0.3106,1591.522,0.083,0.667,0.193,0.057,0.432,0.376,584,0.1394,0.7252,0.125,15.0,33.0,62.9,30.82,0.60,12.04,0.58,17.61,7.43,1.206,0.344,0.048,0.057,14.300,0.509,0.0027,230,900,4354,8345,1792,22,0.764,3207,42,896,6089,287,873,5867,8.76,40.56,1915,5.0039,67212,3010,53083,180.0,-0.0,1064587,15.001,2631002.543,1.06e-14,0.00000,22.95,7226,11.785,1.261,10.328,0.196,11.785,1894,2410,2723,0.4000,0.989,1.049,2.000,1.238,0.988,1.376,7213.655,5151.120,5187.007,7176.178,6038.955,674.892,706.875,798.021,0.494,0.497,0.340,0.324,0.245,0.209,1329,1012,0.5839,0.9998,1.0000,0.0561,1.0000,1.0000,0.9309,1.0440,0.9832,0.0137,0.0171,0.0277,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264
82000,7561,3978,16419,22240,16062,5546,275,14020,946,53,97469,1598538,16070.181,3428.629,0.3286,1426.586,0.079,0.676,0.191,0.054,0.422,0.383,529,0.1247,0.7224,0.135,15.7,34.0,62.6,31.47,0.62,12.15,0.68,18.02,7.45,1.194,0.344,0.048,0.057,14.135,0.522,0.0026,219,981,4356,7462,1571,20,0.788,3381,30,765,6766,457,1027,6077,7.91,40.19,2294,5.4525,67332,3193,52356,207.0,-0.0,1065444,13.815,2631002.543,1.04e-14,0.00000,22.90,6849,11.258,1.250,9.789,0.218,11.258,2158,2559,2844,0.3845,0.989,1.049,2.000,1.248,0.987,1.340,6944.105,5102.534,4618.013,6913.801,5964.952,643.383,617.839,740.820,0.456,0.507,0.339,0.279,0.252,0.212,1370,866,0.5866,1.0000,0.9998,0.0579,1.0000,1.0000,0.9145,1.0183,0.9666,0.0140,0.0161,0.0297,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260
83000,7732,4064,17656,24827,18542,6825,346,15506,990,32,109013,1720286,17084.430,3816.690,0.3123,1688.801,0.079,0.672,0.195,0.054,0.423,0.381,666,0.1314,0.7254,0.135,14.8,32.0,59.6,30.51,0.51,11.66,0.44,17.90,7.48,1.172,0.346,0.038,0.047,13.677,0.509,0.0027,223,905,4546,9004,1847,21,0.858,3387,102,991,6639,641,1159,5932,8.50,41.62,1964,5.6062,67378,3274,51467,211.7,-0.0,1067294,15.135,2631002.543,7.96e-15,0.00000,9.34,7408,11.840,1.257,10.394,0.189,11.840,2364,2509,2859,0.3870,0.989,1.049,2.000,1.168,0.988,1.336,7043.581,5212.989,5601.138,7000.037,6172.056,665.051,640.836,822.002,0.474,0.492,0.332,0.329,0.252,0.228,1265,957,0.5804,1.0000,0.9999,0.0506,1.0000,1.0000,0.9198,1.0566,0.9948,0.0127,0.0114,0.0275,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262
84000,7942,4060,18277,24642,17865,6046,319,16166,982,53,102851,1718782,16935.600,3778.939,0.3392,1598.803,0.083,0.661,0.203,0.052,0.418,0.383,566,0.1307,0.7383,0.154,15.6,32.0,52.7,29.65,0.54,11.81,0.37,16.93,7.41,1.174,0.357,0.036,0.043,13.315,0.512,0.0027,220,933,4642,8424,1827,19,0.820,3242,182,1036,6724,590,988,6364,9.00,42.51,1900,5.2821,67530,3134,50440,206.3,-0.0,1069065,15.050,2631002.543,3.01e-15,0.00004,36.11,7010,11.538,1.260,10.105,0.172,11.538,2264,2691,2987,0.3771,0.994,1.049,2.000,1.176,0.990,1.338,7234.279,5336.023,4974.178,7203.097,6357.128,606.293,642.828,931.015,0.465,0.491,0.331,0.240,0.272,0.220,1225,866,0.5247,1.0000,0.9998,0.0526,1.0000,1.0000,0.9418,1.0619,1.0012,0.0064,0.0146,0.0334,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261
85000,7517,3915,16684,22496,16386,5533,279,15170,971,55,93528,1592828,16088.293,3532.230,0.3455,1512.352,0.087,0.655,0.208,0.051,0.409,0.388,825,0.1339,0.7396,0.156,14.7,32.0,54.6,29.55,0.79,11.16,0.28,17.32,7.47,1.169,0.342,0.045,0.054,13.822,0.505,0.0026,223,953,4589,7707,1789,19,0.843,3037,114,991,6412,453,606,6458,8.00,42.03,1628,4.1768,67559,3199,49459,210.1,-0.0,1071437,14.376,2631002.543,9.73e-15,0.00004,16.98,6371,10.740,1.252,9.319,0.169,10.740,1681,2789,3047,0.4043,0.987,1.049,2.000,1.179,0.987,1.330,7157.336,5311.324,4175.452,7124.491,6300.703,536.073,627.054,856.750,0.435,0.485,0.338,0.219,0.267,0.253,1222,913,0.5835,1.0000,0.9999,0.0594,1.0000,1.0000,0.9795,1.0666,0.9886,0.0118,0.0308,0.0298,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266
86000,7281,3951,15795,21517,15581,5421,301,14258,894,43,88111,1546117,15631.155,3318.608,0.3483,1400.495,0.090,0.646,0.215,0.048,0.417,0.382,562,0.1307,0.7391,0.128,14.8,31.8,51.9,28.59,0.68,11.27,0.14,16.50,7.43,1.176,0.353,0.039,0.049,14.405,0.509,0.0026,218,963,4204,7847,1540,18,0.850,3062,170,1193,5918,501,773,6007,7.52,40.75,2119,4.6020,67487,3288,48954,187.7,-0.0,1072187,13.872,2631002.543,7.61e-15,0.00000,21.43,6099,10.180,1.262,8.758,0.160,10.180,1817,2510,2954,0.3881,0.989,1.049,2.000,1.158,0.990,1.346,7351.253,5134.526,3577.715,7318.506,6135.428,366.314,652.991,898.808,0.408,0.499,0.364,0.214,0.287,0.242,1188,836,0.4768,1.0000,0.9999,0.0698,1.0000,1.0000,0.9466,1.1231,1.0143,0.0110,0.0276,0.0273,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269
87000,7488,4148,18459,25264,18705,6454,351,15632,1136,41,101349,1781290,16984.314,4043.943,0.3649,1732.822,0.092,0.642,0.216,0.050,0.438,0.368,812,0.1346,0.7489,0.138,14.8,32.0,54.0,29.07,0.55,11.53,0.31,16.69,7.53,1.184,0.351,0.036,0.046,14.451,0.513,0.0026,213,899,4703,8404,1995,18,0.841,3199,34,1082,6372,349,800,6339,7.30,37.37,1869,4.5320,67530,3140,48563,216.5,-0.0,1073620,14.598,2631002.543,2.92e-14,0.00015,34.08,7011,11.059,1.255,9.635,0.170,11.059,1665,2780,3043,0.4037,0.989,1.049,2.000,1.205,0.989,1.350,7783.492,5393.808,4468.000,7750.974,6498.161,501.984,779.900,1029.237,0.454,0.513,0.371,0.261,0.266,0.245,1206,1443,0.5602,1.0000,0.9998,0.0605,1.0000,1.0000,0.9530,1.1188,1.0166,0.0088,0.0190,0.0248,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271
88000,7704,4176,17010,23248,16683,5906,332,14614,1069,49,96273,1684229,16378.403,3823.810,0.3792,1542.245,0.093,0.638,0.216,0.052,0.435,0.371,392,0.1244,0.7417,0.148,14.8,31.2,54.8,28.71,0.51,11.43,0.22,16.55,7.50,1.179,0.356,0.036,0.047,14.407,0.501,0.0025,219,963,4630,8579,2024,20,0.849,3200,50,1228,6426,501,835,6368,7.00,37.00,2005,4.3265,67455,3463,48296,206.4,-0.0,1074737,14.155,2631002.543,1.29e-14,0.00000,10.34,6769,10.779,1.258,9.361,0.160,10.779,1766,2834,3104,0.3938,0.989,1.049,2.000,1.178,0.989,1.354,7706.033,5423.528,3704.964,7678.194,6537.489,478.549,706.534,1096.483,0.434,0.515,0.378,0.219,0.275,0.268,1311,1062,0.5787,0.9997,0.9999,0.0647,1.0000,1.0000,0.9576,1.1238,1.0003,0.0043,0.0201,0.0232,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273
89000,7696,4179,18472,25872,19142,7035,365,16157,1116,41,104729,1772745,17242.408,4150.992,0.3738,1704.012,0.096,0.646,0.207,0.051,0.426,0.378,562,0.1355,0.7435,0.152,14.8,32.1,54.7,29.04,0.51,11.48,0.19,16.86,7.49,1.183,0.350,0.032,0.039,13.806,0.509,0.0026,215,923,4669,9062,2055,17,0.843,3234,106,1037,6553,379,1112,6205,7.81,39.21,1997,5.2969,67475,3100,47871,224.7,-0.0,1075716,15.321,2631002.543,2.83e-15,0.00000,32.05,7198,11.332,1.254,9.909,0.168,11.332,2041,2724,2931,0.4067,0.989,1.049,2.000,1.149,0.990,1.386,7660.797,5319.723,4943.482,7632.309,6370.629,580.021,774.122,1092.837,0.445,0.509,0.351,0.305,0.254,0.272,1305,1166,0.5437,1.0000,0.9999,0.0543,1.0000,1.0000,0.9337,1.1343,0.9952,0.0079,0.0172,0.0259,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272
90000,7220,3769,15874,21509,15465,5334,301,14342,908,45,89164,1492064,15536.950,3366.957,0.3487,1423.947,0.092,0.658,0.203,0.047,0.396,0.394,558,0.1403,0.7346,0.152,14.8,32.0,57.8,29.42,0.41,12.03,0.25,16.73,7.47,1.184,0.362,0.030,0.038,13.703,0.494,0.0026,227,1033,4458,7304,1703,18,0.840,2942,291,774,6155,409,851,5960,8.73,43.59,2817,5.6250,67470,2830,47407,187.1,-0.0,1076065,14.158,2631002.543,1.49e-14,0.00002,15.85,6012,10.217,1.255,8.818,0.143,10.233,2048,2502,2670,0.3881,0.989,1.049,2.000,1.172,0.990,1.375,7078.124,4737.950,4326.877,7050.521,5583.499,507.747,672.992,762.270,0.425,0.466,0.321,0.312,0.221,0.215,1310,1055,0.5487,1.0000,1.0000,0.0604,1.0000,1.0000,0.9380,1.0930,0.9862,0.0050,0.0134,0.0219,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268
91000,7200,3844,18027,25479,19247,7079,373,15658,1018,35,100404,1678313,16590.610,3742.287,0.3265,1693.208,0.086,0.663,0.202,0.048,0.419,0.380,528,0.1428,0.7336,0.152,15.0,33.0,58.9,30.33,0.37,12.21,0.25,17.50,7.52,1.178,0.357,0.039,0.049,13.225,0.528,0.0027,215,900,4306,7366,1878,18,0.862,3131,456,835,5909,604,1079,5517,8.40,42.30,1788,5.8871,67340,2604,47084,201.4,-0.0,1077797,14.737,2631002.543,2.65e-15,0.00001,12.95,7226,10.623,1.252,9.227,0.143,10.623,2470,2287,2443,0.3908,0.989,1.049,2.000,1.185,0.990,1.347,6498.979,4362.837,6651.740,6474.747,5157.331,692.629,658.989,697.460,0.486,0.444,0.325,0.342,0.232,0.214,1153,1336,0.4864,1.0000,1.0000,0.0429,1.0000,1.0000,0.9120,1.0757,0.9861,0.0061,0.0123,0.0195,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271
92000,6287,3151,13697,17811,12352,3907,207,12775,780,43,78191,1243232,13382.564,2892.134,0.3562,1151.636,0.085,0.667,0.203,0.045,0.375,0.402,580,0.1513,0.7336,0.129,15.7,32.0,53.5,29.56,0.41,12.12,0.19,16.84,7.48,1.168,0.363,0.043,0.056,13.193,0.470,0.0026,235,1080,3842,6152,1405,20,0.867,2709,382,475,5430,361,605,5321,9.89,46.12,2056,4.7090,67337,2635,46765,195.8,-0.0,1079012,12.561,2631002.543,3.72e-15,0.00000,29.72,4979,8.890,1.244,7.540,0.106,8.890,1674,2350,2263,0.4210,0.992,1.049,2.000,1.195,0.990,1.334,5917.573,3945.614,4023.142,5883.237,4627.821,529.347,613.948,597.204,0.409,0.430,0.300,0.258,0.210,0.185,1230,1012,0.5264,1.0000,0.9998,0.0533,1.0000,1.0000,0.9096,1.1004,0.9971,0.0091,0.0106,0.0231,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265
93000,6929,3323,15445,20359,14581,4651,263,13081,780,37,80092,1356351,14329.349,2980.110,0.3451,1252.841,0.077,0.664,0.211,0.048,0.399,0.386,601,0.1356,0.7385,0.147,15.3,31.1,55.3,29.16,0.46,11.96,0.13,16.62,7.43,1.163,0.365,0.047,0.055,12.714,0.484,0.0026,216,921,3636,6303,1422,19,0.891,2848,35,822,6072,438,1079,5412,9.25,45.32,2233,5.5106,67269,2670,46513,184.8,-0.0,1079424,12.269,2631002.543,2.34e-14,0.00004,7.39,5553,8.979,1.250,7.614,0.115,8.979,2290,2307,2332,0.3768,0.992,1.049,1.637,1.185,0.990,1.312,6039.003,4077.998,4740.584,6015.826,4825.779,601.954,541.328,583.987,0.449,0.450,0.310,0.237,0.235,0.215,1164,905,0.4963,1.0000,1.0000,0.0482,1.0000,1.0000,0.9018,1.0958,1.0004,0.0120,0.0116,0.0254,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264
94000,6293,3340,15312,20441,14808,4858,271,13686,825,35,83409,1388013,14448.762,3151.198,0.3495,1329.406,0.080,0.664,0.211,0.045,0.398,0.383,565,0.1567,0.7366,0.159,14.8,32.0,57.9,29.22,0.42,12.20,0.13,16.46,7.45,1.174,0.369,0.040,0.050,13.360,0.493,0.0027,217,895,3465,6552,1239,19,0.895,2626,18,724,5551,606,1048,4639,8.50,44.43,2317,5.8222,67312,2484,46193,160.4,-0.0,1080125,12.915,2631002.543,1.59e-14,0.00001,25.94,5517,9.081,1.247,7.736,0.098,9.081,2361,1997,1935,0.3641,0.994,1.049,1.628,1.203,0.991,1.329,6064.643,3764.524,5293.499,6039.290,4445.379,688.943,611.148,521.702,0.479,0.429,0.289,0.288,0.213,0.191,1117,1402,0.5652,1.0000,1.0000,0.0540,1.0000,0.9999,0.9024,1.1302,1.0210,0.0098,0.0126,0.0230,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264
95000,6861,3356,16413,21686,15780,4955,318,13476,825,41,85712,1396868,14836.314,3165.077,0.3380,1354.467,0.078,0.662,0.213,0.047,0.399,0.387,687,0.1406,0.7406,0.123,14.8,31.6,56.6,29.20,0.47,11.77,0.18,16.78,7.47,1.168,0.360,0.045,0.061,12.513,0.473,0.0026,209,877,3778,6939,1485,19,0.893,2894,98,709,6054,484,1202,5175,9.57,47.24,2506,6.2016,67479,2480,45767,185.4,-0.0,1080828,12.716,2631002.543,2.02e-14,0.00001,22.75,5974,9.181,1.248,7.813,0.120,9.181,2506,2205,2150,0.3836,0.992,1.049,1.602,1.192,0.990,1.324,6149.592,3835.483,5555.073,6125.573,4510.135,755.120,581.058,474.431,0.469,0.426,0.294,0.280,0.207,0.164,1154,1503,0.5660,0.9999,1.0000,0.0455,1.0000,1.0000,0.9077,1.1009,0.9923,0.0082,0.0135,0.0302,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259
96000,6291,3361,16698,22251,16114,5284,269,14947,878,41,90195,1423385,15098.945,3303.157,0.3402,1385.583,0.091,0.655,0.207,0.046,0.390,0.393,543,0.1622,0.7446,0.168,14.8,30.9,53.8,28.62,0.54,11.54,0.08,16.46,7.53,1.153,0.361,0.058,0.074,13.273,0.504,0.0028,212,879,3581,6735,1147,18,0.901,2658,72,852,5367,430,783,5078,8.50,43.72,2200,5.4889,67500,2513,45200,184.5,-0.0,1082661,13.470,2631002.543,6.73e-15,0.00000,11.79,6018,9.613,1.251,8.270,0.092,9.613,1808,2281,2202,0.4080,0.992,1.049,1.580,1.193,0.992,1.288,6348.926,4025.605,5433.854,6321.262,4729.412,732.183,596.145,589.247,0.459,0.420,0.289,0.263,0.228,0.219,1061,1402,0.5965,1.0000,0.9997,0.0443,1.0000,1.0000,0.9261,1.1288,1.0006,0.0101,0.0176,0.0290,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265
97000,6803,3604,16817,22810,16871,5654,339,14212,763,39,77272,1418346,15198.098,3069.125,0.3511,1373.457,0.089,0.645,0.218,0.048,0.398,0.389,519,0.1434,0.7531,0.166,14.8,31.0,54.0,28.84,0.57,11.52,0.10,16.65,7.55,1.150,0.358,0.062,0.076,12.913,0.520,0.0026,208,877,3251,6794,1131,17,0.913,2839,302,1004,5497,623,862,5318,8.02,40.70,1674,5.2686,67586,2491,44747,224.7,-0.0,1083991,13.071,2631002.543,1.95e-15,0.00000,37.87,5940,9.085,1.249,7.736,0.100,9.085,2140,2436,2227,0.4056,0.992,1.049,1.564,1.194,0.991,1.282,6440.042,4013.877,5447.505,6410.328,4713.722,625.166,548.690,521.812,0.456,0.435,0.302,0.295,0.226,0.201,1051,1291,0.5216,1.0000,0.9999,0.0496,1.0000,1.0000,0.8944,1.1094,1.0074,0.0096,0.0210,0.0289,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268
98000,6274,3287,14399,18847,13094,4202,246,13259,805,33,76232,1258130,13766.598,2844.024,0.3580,1138.352,0.087,0.644,0.220,0.049,0.382,0.399,436,0.1488,0.7484,0.207,14.8,30.4,55.4,28.66,0.68,11.72,0.13,16.13,7.55,1.150,0.366,0.067,0.084,13.719,0.499,0.0026,221,939,3314,6980,1297,16,0.910,2729,187,1067,5020,476,538,5260,8.31,42.52,1736,4.0831,67535,2609,44390,144.5,-0.0,1085427,12.382,2631002.543,1.96e-14,0.00004,16.14,5001,8.592,1.242,7.261,0.090,8.592,1662,2442,2170,0.4399,0.989,1.049,1.596,1.207,0.992,1.285,6636.838,3926.687,3650.194,6608.807,4645.949,490.797,584.141,630.734,0.407,0.439,0.309,0.223,0.237,0.204,1154,831,0.5973,1.0000,0.9997,0.0585,1.0000,1.0000,0.9162,1.1033,1.0118,0.0059,0.0297,0.0297,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270
99000,6525,3414,15001,19517,13794,4225,291,13081,914,32,81884,1329394,14085.670,2959.968,0.3585,1125.204,0.088,0.641,0.222,0.048,0.399,0.386,457,0.1415,0.7460,0.193,14.9,31.0,56.3,28.88,0.64,11.74,0.11,16.40,7.56,1.155,0.361,0.064,0.083,13.413,0.508,0.0026,218,929,3609,7528,1439,17,0.911,2853,43,970,5512,309,827,5389,8.46,40.55,2010,4.3051,67459,2482,44206,157.9,-0.0,1086096,12.470,2631002.543,2.65e-15,0.00000,23.57,5194,8.834,1.246,7.489,0.099,8.834,1595,2602,2328,0.4380,0.992,1.049,1.602,1.237,0.992,1.282,6901.015,4059.798,3511.659,6871.186,4828.030,459.735,693.518,681.511,0.410,0.456,0.337,0.193,0.254,0.173,1124,723,0.6179,1.0000,1.0000,0.0714,1.0000,1.0000,0.9267,1.1140,0.9963,0.0109,0.0208,0.0328,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272
100000,6570,3505,14912,19763,14216,4588,263,13055,786,32,77824,1328340,14417.948,2958.205,0.3570,1221.949,0.083,0.637,0.229,0.051,0.400,0.387,542,0.1379,0.7384,0.171,14.8,31.0,56.8,29.07,0.58,11.86,0.14,16.50,7.55,1.165,0.360,0.070,0.089,13.848,0.502,0.0026,218,943,3753,6521,1590,15,0.892,2962,69,942,5559,355,903,5312,8.10,39.89,1883,4.7717,67530,2621,44064,202.6,-0.0,1086809,12.489,2631002.543,2.48e-15,0.00016,30.54,5340,8.967,1.245,7.612,0.110,8.981,1802,2479,2289,0.4385,0.989,1.049,1.633,1.222,0.991,1.309,6457.367,4025.777,4412.930,6437.974,4788.993,574.416,559.205,602.635,0.429,0.452,0.328,0.227,0.252,0.212,1248,994,0.5671,1.0000,1.0000,0.0570,1.0000,1.0000,0.9064,1.0943,0.9927,0.0066,0.0210,0.0297,0.0000,0.6486,0.9336,0.2671,0.6716,0.9706,0.00270
